,make,model,year,fuel_type,hp,num_cyl,trans_type,drive_type,doors,size,style,highway_mpg,city_mpg,popularity,MSRP,cat_1,cat_2
7355,Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,26,23,436,24995,crossover,
7356,Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32,25,436,22795,crossover,
7357,Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,30,24,436,24195,crossover,
7358,Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,30,24,436,19595,crossover,
7359,Mitsubishi,Outlander Sport,2015,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32,25,436,20795,crossover,
7360,Mitsubishi,Outlander Sport,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,23,436,23595,crossover,
7361,Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,23,436,23995,crossover,
7362,Mitsubishi,Outlander Sport,2016,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,29,23,436,22195,crossover,
7363,Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,27,22,436,22695,crossover,
7364,Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,27,22,436,25395,crossover,
7365,Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,27,22,436,23895,crossover,
7366,Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,23,436,22495,crossover,
7367,Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,23,436,21295,crossover,
7368,Mitsubishi,Outlander Sport,2016,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,24,436,20795,crossover,
7369,Mitsubishi,Outlander Sport,2016,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,29,23,436,19595,crossover,
7370,Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,27,22,436,27395,crossover,
7371,Mitsubishi,Outlander Sport,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,23,436,25995,crossover,
7372,Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,27,22,436,24195,crossover,
7373,Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,29,23,436,22495,crossover,
7374,Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,27,22,436,25695,crossover,
7375,Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,30,24,436,20995,crossover,
7376,Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,27,22,436,27695,crossover,
7377,Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,23,436,24195,crossover,
7378,Mitsubishi,Outlander Sport,2017,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,23,436,22695,crossover,
7379,Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,29,23,436,19795,crossover,
7380,Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29,24,436,26195,crossover,
7381,Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,25,436,24195,crossover,
7382,Mitsubishi,Outlander,2015,premium unleaded (recommended),224.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,20,436,28195,crossover,
7383,Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,25,436,23195,crossover,
7384,Mitsubishi,Outlander,2016,premium unleaded (recommended),224.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,20,436,30995,crossover,
7385,Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,25,436,24995,crossover,
7386,Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29,24,436,26995,crossover,
7387,Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,25,436,22995,crossover,
7388,Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,25,436,23995,crossover,
7389,Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29,24,436,25995,crossover,
7390,Mitsubishi,Outlander,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,25,436,24995,crossover,
7391,Mitsubishi,Outlander,2017,premium unleaded (recommended),224.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,20,436,31695,crossover,
7392,Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,25,436,24495,crossover,
7393,Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29,24,436,24995,crossover,
7394,Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29,24,436,27495,crossover,
7395,Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,25,436,25495,crossover,
7396,Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,29,24,436,26495,crossover,
7397,Mitsubishi,Outlander,2017,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,25,436,23495,crossover,
7398,Chrysler,Pacifica,2007,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,23,16,1013,24460,crossover,
7399,Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,22,15,1013,33775,crossover,
7400,Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,22,15,1013,27600,crossover,
7401,Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,14,1013,27550,crossover,
7402,Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,14,1013,35825,crossover,
7403,Chrysler,Pacifica,2007,regular unleaded,255.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,14,1013,30250,crossover,
7404,Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,14,1013,30310,crossover,
7405,Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,14,1013,27225,crossover,
7406,Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,23,15,1013,34150,crossover,
7407,Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,14,1013,36195,crossover,
7408,Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,23,15,1013,28265,crossover,
7409,Chrysler,Pacifica,2008,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,22,15,1013,24635,crossover,
7410,Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,42495,performance,
7411,Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,30495,standard,
7412,Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,28595,standard,
7413,Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,37895,standard,
7414,Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28,18,1013,34495,standard,
7415,Porsche,Panamera,2015,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,200500,luxury,high-performance
7416,Porsche,Panamera,2015,premium unleaded (required),310.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,27,18,1715,82800,luxury,performance
7417,Porsche,Panamera,2015,premium unleaded (required),420.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,26,17,1715,125600,luxury,high-performance
7418,Porsche,Panamera,2015,premium unleaded (required),420.0,6.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,27,17,1715,93200,luxury,high-performance
7419,Porsche,Panamera,2015,premium unleaded (required),420.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,27,17,1715,98300,luxury,high-performance
7420,Porsche,Panamera,2015,premium unleaded (required),520.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,161100,luxury,high-performance
7421,Porsche,Panamera,2015,premium unleaded (required),520.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,141300,luxury,high-performance
7422,Porsche,Panamera,2015,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,180300,luxury,high-performance
7423,Porsche,Panamera,2015,premium unleaded (required),440.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,16,1715,113400,luxury,high-performance
7424,Porsche,Panamera,2015,premium unleaded (required),310.0,6.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,28,18,1715,78100,luxury,performance
7425,Porsche,Panamera,2016,premium unleaded (required),520.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,161100,luxury,high-performance
7426,Porsche,Panamera,2016,premium unleaded (required),310.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,27,18,1715,82800,luxury,performance
7427,Porsche,Panamera,2016,premium unleaded (required),520.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,141300,luxury,high-performance
7428,Porsche,Panamera,2016,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,200500,luxury,high-performance
7429,Porsche,Panamera,2016,premium unleaded (required),310.0,6.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,28,18,1715,78100,luxury,performance
7430,Porsche,Panamera,2016,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,180300,luxury,high-performance
7431,Porsche,Panamera,2016,premium unleaded (required),310.0,6.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,28,18,1715,80000,luxury,performance
7432,Porsche,Panamera,2016,premium unleaded (required),440.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,16,1715,113400,luxury,high-performance
7433,Porsche,Panamera,2016,premium unleaded (required),310.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,27,18,1715,84300,luxury,performance
7434,Porsche,Panamera,2016,premium unleaded (required),420.0,6.0,AUTOMATED_MANUAL,rear wheel drive,4.0,Large,Sedan,27,17,1715,93200,luxury,high-performance
7435,Porsche,Panamera,2016,premium unleaded (required),420.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,26,17,1715,125600,luxury,high-performance
7436,Porsche,Panamera,2016,premium unleaded (required),420.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,27,17,1715,98300,luxury,high-performance
7437,Buick,Park Avenue,2003,premium unleaded (required),240.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,155,39725,performance,
7438,Buick,Park Avenue,2003,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,17,155,34600,standard,
7439,Buick,Park Avenue,2004,premium unleaded (required),240.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,16,155,40425,performance,
7440,Buick,Park Avenue,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,155,35250,standard,
7441,Buick,Park Avenue,2005,premium unleaded (required),240.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,17,155,40730,performance,
7442,Buick,Park Avenue,2005,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,155,35555,standard,
7443,Rolls-Royce,Park Ward,2001,premium unleaded (required),322.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,11,86,259900,exotic,luxury
7444,Rolls-Royce,Park Ward,2002,premium unleaded (required),322.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,15,11,86,262990,exotic,luxury
7449,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,26280,standard,
7450,Volkswagen,Passat,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,42,30,873,29125,diesel,
7451,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,22440,standard,
7452,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,22440,standard,
7453,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,23995,standard,
7454,Volkswagen,Passat,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,42,30,873,30850,diesel,
7455,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,31790,standard,
7456,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,24375,standard,
7457,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,873,21340,standard,
7458,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,31790,standard,
7459,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,26280,standard,
7460,Volkswagen,Passat,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,42,30,873,33925,diesel,
7461,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,28105,standard,
7462,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,24375,standard,
7463,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,873,26915,standard,
7464,Volkswagen,Passat,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,44,30,873,27095,diesel,
7465,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,28115,standard,
7466,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,23995,standard,
7467,Volkswagen,Passat,2015,premium unleaded (required),280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,20,873,35995,standard,
7468,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,873,26915,standard,
7469,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,28105,standard,
7470,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,24,873,28115,standard,
7471,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,873,21340,standard,
7472,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,26280,standard,
7473,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,34270,standard,
7474,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,30495,standard,
7475,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,24750,standard,
7476,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,24750,standard,
7477,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,28410,standard,
7478,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,23975,standard,
7479,Volkswagen,Passat,2016,premium unleaded (required),280.0,6.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,28,20,873,36835,performance,
7480,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,22440,standard,
7481,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,23975,standard,
7482,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,22440,standard,
7483,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,26280,standard,
7484,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,28410,standard,
7485,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,34270,standard,
7486,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,25,873,30495,standard,
7487,Volkswagen,Passat,2017,premium unleaded (required),280.0,6.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,28,20,873,29295,performance,
7488,Volkswagen,Passat,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,873,27995,standard,
7489,Volkswagen,Passat,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,873,22440,standard,
7490,Volkswagen,Passat,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,873,23975,standard,
7491,Volkswagen,Passat,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,873,30995,standard,
7492,Volkswagen,Passat,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,23,873,25495,standard,
7493,Volkswagen,Passat,2017,premium unleaded (required),280.0,6.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,28,20,873,33995,performance,
7498,Honda,Passport,2001,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,2202,30500,standard,
7499,Honda,Passport,2001,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,2202,27300,standard,
7500,Honda,Passport,2001,regular unleaded,205.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,4dr SUV,19,15,2202,23000,standard,
7501,Honda,Passport,2001,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,2202,24150,standard,
7502,Honda,Passport,2001,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,2202,28050,standard,
7503,Honda,Passport,2001,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,2202,26800,standard,
7504,Honda,Passport,2001,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,2202,29250,standard,
7505,Honda,Passport,2001,regular unleaded,205.0,6.0,MANUAL,four wheel drive,4.0,Midsize,4dr SUV,19,15,2202,26150,standard,
7506,Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,2202,30900,standard,
7507,Honda,Passport,2002,regular unleaded,205.0,6.0,MANUAL,four wheel drive,4.0,Midsize,4dr SUV,19,15,2202,26450,standard,
7508,Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,2202,24450,standard,
7509,Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,2202,28450,standard,
7510,Honda,Passport,2002,regular unleaded,205.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,4dr SUV,19,15,2202,23300,standard,
7511,Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,2202,29550,standard,
7512,Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,15,2202,27600,standard,
7513,Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,15,2202,27100,standard,
7514,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,29510,crossover,
7515,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,29780,crossover,
7516,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,37900,crossover,
7517,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,41560,crossover,
7518,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,34830,crossover,
7519,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,31200,crossover,
7520,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,34500,crossover,
7521,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,32810,crossover,
7522,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,36210,crossover,
7523,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,33140,crossover,
7524,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,43250,crossover,
7525,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,31470,crossover,
7526,Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,33150,crossover,
7527,Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,38100,crossover,
7528,Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,41610,crossover,
7529,Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,43300,crossover,
7530,Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,29830,crossover,
7531,Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,36410,crossover,
7532,Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,34840,crossover,
7533,Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,31520,crossover,
7534,Nissan,Pathfinder,2017,regular unleaded,284.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,37790,crossover,
7535,Nissan,Pathfinder,2017,regular unleaded,284.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,32980,crossover,
7536,Nissan,Pathfinder,2017,regular unleaded,284.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,36100,crossover,
7537,Nissan,Pathfinder,2017,regular unleaded,284.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,30290,crossover,
7538,Nissan,Pathfinder,2017,regular unleaded,284.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,42070,crossover,
7539,Nissan,Pathfinder,2017,regular unleaded,284.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,26,19,2009,34670,crossover,
